ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Altura,Cruce,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
2021-0025,1,2021-03-11,2021,3,11,,1970-01-01 00:00:00.000000003,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Villa Lugano, Villa Madero, Partido de La Matanza, Buenos Aires, C1439EBA, Argentina",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO
2021-0026,1,2021-03-15,2021,3,15,,1970-01-01 00:00:00.000000002,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"Benito Quinquela Martín, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, 1296, Argentina","Benito Quinquela Martín, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, 1296, Argentina","AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0027,1,2021-03-16,2021,3,16,,1970-01-01 00:00:00.000000015,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.","3002, Avenida General Paz, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DQQ, Argentina",DONADO,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS
2021-0028,1,2021-03-29,2021,3,29,,1970-01-01 00:00:00.000000017,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,"1900, Avenida Curapaligüe, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina","TORRES Y TENORIO, PRES.","COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0029,1,2021-03-31,2021,3,31,,1970-01-01 00:00:00.000000018,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.","101, Avenida San Pedrito, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GSE, Argentina",SAN PEDRITO AV.,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO
2021-0030,1,2021-04-03,2021,4,3,,1970-01-01 00:00:00.000000018,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,1623.0,"Hospital Británico de Buenos Aires, 74, Perdriel, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1280AEB, Argentina",FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0031,1,2021-04-07,2021,4,7,,1970-01-01 00:00:00.000000010,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV.,"Avenida 9 de Julio, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1073, Argentina",INDEPENDENCIA AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS
2021-0032,1,2021-04-10,2021,4,10,,1970-01-01 00:00:00.000000019,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,"CANTILO, INT.","Ciudad Universitaria, 2610, Intendente Güiraldes, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428EHA, Argentina","GUIRALDES, INT.","CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO
2021-0033,1,2021-04-14,2021,4,14,,1970-01-01 00:00:00.000000017,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTOPISTA 25 DE MAYO,"Avenida Boedo, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1233, Argentina","Avenida Boedo, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1233, Argentina",AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0034,1,2021-04-19,2021,4,19,,1970-01-01 00:00:00.000000014,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,"ALCORTA, AMANCIO AV.","Zavaleta, Parque Patricios, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437FBG, Argentina",ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS
2021-0035,1,2021-05-03,2021,5,3,,1970-01-01 00:00:00.000000009,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,"JANER, ANA MARIA","Avenida Ana María Janer, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437BZK, Argentina",LAFUENTE AV.,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS
2021-0036,1,2021-05-09,2021,5,9,,1970-01-01 00:00:00.000000006,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,"PAZ, GRAL. AV.","1, 405 - Pascual Pastorino, Sáenz Peña, Partido de Tres de Febrero, Buenos Aires, B1674ATA, Argentina",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0037,1,2021-05-11,2021,5,11,,1970-01-01 00:00:00.000000007,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,MONROE,"3101, Avenida Monroe, Coghlan, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1428DIN, Argentina","BALBIN, RICARDO, DR. AV.","MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0038,1,2021-05-14,2021,5,14,,1970-01-01 00:00:00.000000011,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,"JUSTO, JUAN B. AV.","4700, Avenida Santa Fe, Palermo Pacífico, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BHV, Argentina",SANTA FE AV.,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS
2021-0039,1,2021-05-15,2021,5,15,,1970-01-01 00:00:00.000000012,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,OLIDEN,"5999, Avenida Juan Bautista Alberdi, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440AAK, Argentina","ALBERDI, JUAN BAUTISTA AV.","OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO
2021-0040,1,2021-05-20,2021,5,20,,1970-01-01 00:00:00.000000005,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.","1, Avenida del Libertador, Vicente López, Partido de Vicente López, Buenos Aires, C1429BNS, Argentina",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO
2021-0041,1,2021-05-20,2021,5,20,,1970-01-01 00:00:00.000000008,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,DEL LIBERTADOR AV.,"2900, Avenida Del Libertador, Palermo Norte, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425DCO, Argentina",CASARES AV.,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.5772806,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0042,1,2021-05-21,2021,5,21,,1970-01-01 00:00:00.000000005,RIVADAVIA AV. 10900,AVENIDA,RIVADAVIA AV.,10900.0,"1425, Oliden, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAI, Argentina",RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0043,1,2021-05-22,2021,5,22,,1970-01-01 00:00:00.000000018,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","1701, Pilar, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ABP, Argentina",PILAR,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO
2021-0044,1,2021-05-25,2021,5,25,,1970-01-01 00:00:00.000000002,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,"PERON, EVA AV.","3701, Avenida Eva Perón, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1406EZN, Argentina","ACOSTA, MARIANO","PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0045,1,2021-05-26,2021,5,26,,1970-01-01 00:00:00.000000017,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"1901, Avenida Suárez, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, 1274, Argentina","1901, Avenida Suárez, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, 1274, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE
2021-0046,1,2021-05-31,2021,5,31,,1970-01-01 00:00:00.000000002,EL CANO AV. Y GUZMAN AV.,AVENIDA,ELCANO AV.,"Avenida Guzmán, Chacarita, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1416DJE, Argentina",GUZMAN AV.,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0047,1,2021-06-02,2021,6,2,,1970-01-01 00:00:00.000000016,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,"VEDIA, AGUSTIN DE","1601, Avenida Intendente Francisco Rabanal, Nueva Pompeya, Buenos Aires, Distrito del Deporte, Comuna 4, Ciudad Autónoma de Buenos Aires, 1437, Argentina","RABANAL, FRANCISCO, INTENDENTE AV.","VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO
2021-0048,1,2021-06-03,2021,6,3,,1970-01-01 00:00:00.000000009,CAPDEVILLA Y CONGRESO AV.,AVENIDA,CAPDEVILA,"3000, Capdevila, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1431DOD, Argentina",CONGRESO AV.,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.5698141,BICICLETA-AUTO,BICICLETA,AUTO
2021-0049,1,2021-06-03,2021,6,3,,1970-01-01 00:00:00.000000020,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4000.0,"Avenida General Francisco Fernández de La Cruz, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439CNU, Argentina","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO
2021-0050,1,2021-06-10,2021,6,10,,1970-01-01 00:00:00.000000013,DEL LIBERTADOR AV. 5958,AVENIDA,DEL LIBERTADOR AV.,5958.0,"5956, Avenida Del Libertador, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ABC, Argentina",DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0051,1,2021-06-15,2021,6,15,,1970-01-01 00:00:00.000000019,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,27 DE FEBRERO AV.,"5201, Avenida 27 de Febrero, Nueva Pompeya, Buenos Aires, Distrito del Deporte, Comuna 4, Ciudad Autónoma de Buenos Aires, 1437, Argentina",EREZCANO AV.,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS
2021-0052,1,2021-06-20,2021,6,20,,1970-01-01 00:00:00.000000005,"PAZ, GRAL. AV. 14723",GRAL PAZ,"PAZ, GRAL. AV.",14723.0,"Avenida General Paz, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439HWJ, Argentina","PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0053,1,2021-06-20,2021,6,20,,1970-01-01 00:00:00.000000012,CORRIENTES AV. 5783,AVENIDA,CORRIENTES AV.,5783.0,"2596, Avenida Juan Bautista Justo, Villa Crespo, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414CXO, Argentina",CORRIENTES AV. 5783,15,-58.44399875,-34.5947736,PEATON-BICICLETA,PEATON,BICICLETA
2021-0054,1,2021-06-22,2021,6,22,,1970-01-01 00:00:00.000000014,TABARE Y EREZCANO,CALLE,TABARE,"3101, Erezcano, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1437, Argentina",EREZCANO,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS
2021-0055,1,2021-06-29,2021,6,29,,1970-01-01 00:00:00.000000012,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,CORRIENTES AV.,"502, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1190AAA, Argentina",PUEYRREDON AV.,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS
2021-0056,1,2021-07-09,2021,7,9,,1970-01-01 00:00:00.000000023,"CORRALES Y MORENO, PERITO AV.",AVENIDA,CORRALES,"1298, Avenida Perito Moreno, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437FHG, Argentina","MORENO, PERITO AV.","CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.6500828,BICICLETA-AUTO,BICICLETA,AUTO
2021-0057,1,2021-07-10,2021,7,10,,1970-01-01 00:00:00.000000023,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,AUTOPISTA ARTURO ILLIA,"Autopista Arturo Illia, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425CKB, Argentina","Autopista Arturo Illia, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425CKB, Argentina",AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0058,1,2021-07-21,2021,7,21,,1970-01-01 00:00:00.000000000,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DAK, Argentina",VEDIA,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO
2021-0059,1,2021-07-22,2021,7,22,,1970-01-01 00:00:00.000000001,"GARAY, JUAN DE AV. 2269",AVENIDA,"GARAY, JUAN DE AV.",2269.0,"2277, Avenida Juan de Garay, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1248AAE, Argentina","GARAY, JUAN DE AV. 2269",3,-58.3964074,-34.62783085,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0060,1,2021-07-22,2021,7,22,,1970-01-01 00:00:00.000000012,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,"SALGUERO, JERONIMO","1, Colombres, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1204AAC, Argentina",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0061,1,2021-07-24,2021,7,24,,1970-01-01 00:00:00.000000009,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,"MORENO, PERITO AV.","Avenida Amancio Alcorta, Nueva Pompeya, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437HUN, Argentina","ALCORTA, AMANCIO AV.","MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS
2021-0062,1,2021-07-27,2021,7,27,,1970-01-01 00:00:00.000000007,LA PLATA AV. 2723,AVENIDA,LA PLATA AV.,2723.0,"2742, Avenida La Plata, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina",LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS
2021-0063,1,2021-08-02,2021,8,2,,1970-01-01 00:00:00.000000004,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",2906.0,"207, Avenida San Pedrito, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GSE, Argentina","ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO
2021-0064,1,2021-08-02,2021,8,2,,1970-01-01 00:00:00.000000020,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,"PAZ, GRAL. AV.","1698, name=Diagonal 10 - Avenida Díaz Vélez (TF) / Díaz Vélez (LM), Barrio El Triángulo, Ciudadela, Partido de Tres de Febrero, Buenos Aires, C1440FJN, Argentina",TONELERO,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS
2021-0065,1,2021-08-06,2021,8,6,,1970-01-01 00:00:00.000000008,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,SAN JUAN AV.,"2, Avenida Directorio, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1233ABZ, Argentina",LA PLATA AV.,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.6269973,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0066,1,2021-08-06,2021,8,6,,1970-01-01 00:00:00.000000020,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,LOPE DE VEGA AV.,"2220, 312 - Avenida Félix Lope de Vega, Villa Raffo, Partido de Tres de Febrero, Buenos Aires, B1674AOA, Argentina","PAZ, GRAL. AV.","LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0067,1,2021-08-08,2021,8,8,,1970-01-01 00:00:00.000000009,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"Brasil, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1152, Argentina","Brasil, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1152, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0068,1,2021-08-15,2021,8,15,,1970-01-01 00:00:00.000000006,"BEIRO, FRANCISCO AV. 5071",AVENIDA,"BEIRO, FRANCISCO AV.",5071.0,"5071, Avenida Francisco Beiró, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1417BVC, Argentina","BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0069,1,2021-08-20,2021,8,20,,1970-01-01 00:00:00.000000017,AV. SANTA FE 3428,AVENIDA,SANTA FE AV.,3428.0,"Res, Avenida Santa Fe, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BGJ, Argentina",SANTA FE AV. 3428,14,-58.41354692,-34.5869768,PEATON-AUTO,PEATON,AUTO
2021-0070,1,2021-08-28,2021,8,28,,1970-01-01 00:00:00.000000008,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,"CHILAVERT, MARTINIANO, CORONEL","2802, Coronel Martiniano Chilavert, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437BJP, Argentina",VARELA AV.,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS
2021-0071,1,2021-08-31,2021,8,31,,1970-01-01 00:00:00.000000016,SAN LUIS 2730,CALLE,SAN LUIS,2730.0,"2718, San Luis, Abasto, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina",SAN LUIS 2730,3,-58.4045461,-34.60003693,PEATON-MOTO,PEATON,MOTO
2021-0072,1,2021-09-01,2021,9,1,,1970-01-01 00:00:00.000000019,CALLAO AV. Y PARAGUAY,AVENIDA,CALLAO AV.,"1800, Paraguay, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1060ABD, Argentina",PARAGUAY,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO
2021-0073,1,2021-09-18,2021,9,18,,1970-01-01 00:00:00.000000012,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,DEL LIBERTADOR AV.,"1503, Avenida Del Libertador, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425AAA, Argentina","AGOTE, LUIS DR.","DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO
2021-0074,1,2021-09-20,2021,9,20,,1970-01-01 00:00:00.000000015,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,"PAZ, GRAL. AV.","Avenida Doctor Ricardo Balbín, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, B1603, Argentina","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MULTIPLE,MOTO,MULTIPLE
2021-0075,1,2021-09-21,2021,9,21,,1970-01-01 00:00:00.000000014,SALTA Y BRASIL,CALLE,SALTA,"1699, Salta, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1137, Argentina",BRASIL,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS
2021-0076,1,2021-10-16,2021,10,16,,1970-01-01 00:00:00.000000006,"MORENO, PERITO AV. 2152",AVENIDA,"MORENO, PERITO AV.",2152.0,"Club Atlético San Lorenzo de Almagro, Virgen de la Natividad, Villa 1-11-14 Barrio Padre Ricciardelli, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina","MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0077,1,2021-10-18,2021,10,18,,1970-01-01 00:00:00.000000007,DIRECTORIO AV. 1169,AVENIDA,DIRECTORIO AV.,1169.0,"1173, Avenida Directorio, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406GZB, Argentina",DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS
2021-0078,1,2021-10-23,2021,10,23,,1970-01-01 00:00:00.000000006,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,INDEPENDENCIA AV.,"2, Avenida Juan Bautista Alberdi, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424BYN, Argentina",LA PLATA AV.,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0079,1,2021-10-25,2021,10,25,,1970-01-01 00:00:00.000000003,TUCUMAN 3112,CALLE,TUCUMAN,3112.0,"694, Tomás Manuel de Anchorena, Abasto, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1189AAH, Argentina",TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO
2021-0080,1,2021-10-28,2021,10,28,,1970-01-01 00:00:00.000000016,ARENALES Y 9 DE JULIO AV.,AVENIDA,ARENALES,"1101, Arenales, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1062, Argentina",9 DE JULIO AV.,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.5943016,MOTO-AUTO,MOTO,AUTO
2021-0081,1,2021-11-02,2021,11,2,,1970-01-01 00:00:00.000000013,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"1000, General Hornos, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1295ADM, Argentina","1000, General Hornos, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1295ADM, Argentina",AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS
2021-0082,1,2021-11-06,2021,11,6,,1970-01-01 00:00:00.000000004,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,AUTOPISTA 25 DE MAYO,"1302, Pasco, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1248AAE, Argentina","1302, Pasco, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1248AAE, Argentina",AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO
